series,series_name,frequency,year,month,date,value
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2006,10,2006-10,113139.13
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2006,11,2006-11,116854.85
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2006,12,2006-12,120755.19
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,1,2007-01,122306.18
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,2,2007-02,124998.08
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,3,2007-03,131354.79
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,4,2007-04,136199.99
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,5,2007-05,139673.1
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,6,2007-06,141470.24
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,7,2007-07,143857.99
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,8,2007-08,144928.37
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,9,2007-09,150067.38
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,10,2007-10,156072.01
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,11,2007-11,161722.11
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2007,12,2007-12,166067.38
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,1,2008-01,174827.08
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,2,2008-02,178017.82
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,3,2008-03,182038.79
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,4,2008-04,188746.21
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,5,2008-05,194458.67
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,6,2008-06,196200.53
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,7,2008-07,198989.64
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,8,2008-08,200589.64
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,9,2008-09,197563.91
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,10,2008-10,194189.91
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,11,2008-11,198811.01
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2008,12,2008-12,195640.69
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,1,2009-01,198385.42
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,2,2009-02,203045.19
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,3,2009-03,199504.82
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,4,2009-04,203512.17
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,5,2009-05,206664.25
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,6,2009-06,207560.64
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,7,2009-07,210890.8
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,8,2009-08,211952.74
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,9,2009-09,210490.8
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,10,2009-10,214181.74
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,11,2009-11,214812.1
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2009,12,2009-12,213695.97
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,1,2010-01,214984.19
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,2,2010-02,215518.98
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,3,2010-03,215707.68
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,4,2010-04,216436.61
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,5,2010-05,214743.49
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,6,2010-06,218217.41
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,7,2010-07,221230.08
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,8,2010-08,219243.15
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,9,2010-09,220751.93
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,10,2010-10,229179.16
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,11,2010-11,225661.93
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2010,12,2010-12,226158.87
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,1,2011-01,228564.32
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,2,2011-02,234834.7
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,3,2011-03,239318.03
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,4,2011-04,243621.36
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,5,2011-05,241065.88
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,6,2011-06,244005.02
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,7,2011-07,240197.54
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,8,2011-08,235157.37
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,9,2011-09,233605.57
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,10,2011-10,235011.7
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,11,2011-11,235883.04
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2011,12,2011-12,236879.09
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,1,2012-01,239565.0
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,2,2012-02,245198.76
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,3,2012-03,251763.77
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,4,2012-04,246000.12
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,5,2012-05,238605.7
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,6,2012-06,237256.49
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,7,2012-07,238727.69
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,8,2012-08,239410.33
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,9,2012-09,242249.54
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,10,2012-10,242038.52
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,11,2012-11,248254.99
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2012,12,2012-12,250159.96
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,1,2013-01,250324.43
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,2,2013-02,258707.82
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,3,2013-03,261255.13
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,4,2013-04,259548.39
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,5,2013-05,261977.79
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,6,2013-06,265203.93
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,7,2013-07,265626.81
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,8,2013-08,267843.01
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,9,2013-09,275231.16
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,10,2013-10,285277.18
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,11,2013-11,294344.57
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2013,12,2013-12,303463.43
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,1,2014-01,300362.27
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,2,2014-02,304038.24
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,3,2014-03,321406.25
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,4,2014-04,318006.93
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,5,2014-05,318605.98
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,6,2014-06,326681.13
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,7,2014-07,319559.01
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,8,2014-08,319912.99
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,9,2014-09,325061.8
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,10,2014-10,318524.29
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,11,2014-11,322472.55
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2014,12,2014-12,318477.73
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,1,2015-01,326022.72
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,2,2015-02,329005.98
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,3,2015-03,328588.28
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,4,2015-04,330075.28
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,5,2015-05,334864.38
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,6,2015-06,331770.85
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,7,2015-07,334621.77
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,8,2015-08,331972.35
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,9,2015-09,327431.03
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,10,2015-10,329782.29
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,11,2015-11,329270.37
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2015,12,2015-12,335193.86
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,1,2016-01,337139.13
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,2,2016-02,337206.39
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,3,2016-03,343818.77
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,4,2016-04,339632.53
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,5,2016-05,335089.84
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,6,2016-06,333450.91
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,7,2016-07,336402.85
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,8,2016-08,334401.76
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,9,2016-09,338856.76
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,10,2016-10,339687.26
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,11,2016-11,342293.38
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2016,12,2016-12,345713.4
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,1,2017-01,346997.81
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,2,2017-02,350824.08
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,3,2017-03,358455.13
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,4,2017-04,358863.02
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,5,2017-05,359072.69
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,6,2017-06,357040.83
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,7,2017-07,356321.7
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,8,2017-08,351188.41
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,9,2017-09,354338.58
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,10,2017-10,350791.14
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,11,2017-11,352083.99
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2017,12,2017-12,359515.44
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,1,2018-01,359785.28
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,2,2018-02,361909.45
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,3,2018-03,364324.7
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,4,2018-04,369574.53
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,5,2018-05,367230.08
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,6,2018-06,366029.26
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,7,2018-07,366627.49
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,8,2018-08,360260.71
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,9,2018-09,363563.36
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,10,2018-10,356665.61
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,11,2018-11,362847.5
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2018,12,2018-12,368308.36
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,1,2019-01,367483.04
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,2,2019-02,371806.25
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,3,2019-03,373814.69
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,4,2019-04,375559.55
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,5,2019-05,371792.09
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,6,2019-06,379886.58
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,7,2019-07,383369.49
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,8,2019-08,383003.53
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,9,2019-09,382696.38
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,10,2019-10,385807.07
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,11,2019-11,387931.23
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2019,12,2019-12,396826.81
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,1,2020-01,400547.43
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,2,2020-02,400384.87
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,3,2020-03,408191.55
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,4,2020-04,410900.6
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,5,2020-05,407381.47
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,6,2020-06,409037.02
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,7,2020-07,418359.28
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,8,2020-08,424148.8
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,9,2020-09,411938.58
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,10,2020-10,416814.55
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,11,2020-11,406906.32
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2020,12,2020-12,414646.0
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,1,2021-01,417463.16
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,2,2021-02,419392.91
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,3,2021-03,417074.6
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,4,2021-04,410258.26
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,5,2021-05,409175.89
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,6,2021-06,417361.05
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,7,2021-07,414460.3
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,8,2021-08,417167.72
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,9,2021-09,416635.38
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,10,2021-10,420023.0
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,11,2021-11,425126.6
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2021,12,2021-12,437632.53
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,1,2022-01,437736.81
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,2,2022-02,439625.72
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,3,2022-03,445890.93
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,4,2022-04,438774.25
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,5,2022-05,439012.24
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,6,2022-06,453730.28
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,7,2022-07,449326.47
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,8,2022-08,455254.58
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,9,2022-09,460100.33
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,10,2022-10,455683.72
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,11,2022-11,468941.17
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2022,12,2022-12,475917.07
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,1,2023-01,480338.58
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,2,2023-02,488408.56
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,3,2023-03,498993.18
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,4,2023-04,508624.49
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,5,2023-05,517223.54
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,6,2023-06,517218.91
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,7,2023-07,518182.29
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,8,2023-08,518586.92
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,9,2023-09,531591.14
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,10,2023-10,535465.61
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,11,2023-11,539029.67
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2023,12,2023-12,562849.95
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,1,2024-01,564317.62
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,2,2024-02,585139.4
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,3,2024-03,593239.88
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,4,2024-04,597047.64
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,5,2024-05,600291.48
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,6,2024-06,602728.92
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,7,2024-07,612678.68
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,8,2024-08,614122.55
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,9,2024-09,624600.27
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,10,2024-10,630329.72
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,11,2024-11,632554.89
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2024,12,2024-12,642450.26
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,1,2025-01,643543.71
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,2,2025-02,654716.1
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,3,2025-03,675813.93
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,4,2025-04,675236.35
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,5,2025-05,685678.7
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,6,2025-06,701251.35
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,7,2025-07,705554.58
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,8,2025-08,709885.33
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,9,2025-09,717094.07
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,10,2025-10,727865.6
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,2025,11,2025-11,738881.73
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,1996,12,1996-12,8175.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,1997,12,1997-12,7812.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,1998,12,1998-12,1398.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,1999,12,1999-12,4992.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2000,12,2000-12,15255.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2001,12,2001-12,11094.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2002,12,2002-12,4518.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2003,12,2003-12,8658.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2004,12,2004-12,12093.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2005,12,2005-12,25873.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2006,12,2006-12,37549.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2007,12,2007-12,21145.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2008,12,2008-12,23782.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2009,12,2009-12,9352.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2010,12,2010-12,8745.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2011,12,2011-12,52453.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2012,12,2012-12,81259.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2013,12,2013-12,75622.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2014,12,2014-12,55091.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2015,12,2015-12,19067.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2016,12,2016-12,14710.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2017,12,2017-12,29005.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2018,12,2018-12,41994.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2019,12,2019-12,38835.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2020,12,2020-12,22607.0
current_account,Current Account Balance: USD mn: Annual: United Arab Emirates,annual,2021,12,2021-12,49482.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1970,12,1970-12,459.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1971,12,1971-12,458.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1972,12,1972-12,462.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1973,12,1973-12,455.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1974,12,1974-12,453.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1975,12,1975-12,467.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1976,12,1976-12,501.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1977,12,1977-12,563.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1978,12,1978-12,490.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1979,12,1979-12,516.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1980,12,1980-12,549.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1981,12,1981-12,434.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1982,12,1982-12,546.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1983,12,1983-12,497.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1984,12,1984-12,621.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1985,12,1985-12,230.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1986,12,1986-12,561.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1987,12,1987-12,498.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1988,12,1988-12,640.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1989,12,1989-12,490.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1990,12,1990-12,335.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1991,12,1991-12,477.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1992,12,1992-12,581.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1993,12,1993-12,852.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1994,12,1994-12,514.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1995,12,1995-12,851.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1996,12,1996-12,752.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1997,12,1997-12,684.0
fdi,Foreign Direct Investment: USD mn: Annual: United Arab Emirates,annual,1998,12,1998-12,709.0
