series,series_name,frequency,year,month,date,value
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,6,1998-06,12598.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,7,1998-07,12537.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,8,1998-08,12608.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,9,1998-09,12764.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,10,1998-10,13311.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,11,1998-11,13098.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,12,1998-12,13175.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,1,1999-01,13449.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,2,1999-02,14832.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,3,1999-03,13135.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,4,1999-04,13022.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,5,1999-05,13742.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,6,1999-06,13379.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,7,1999-07,13562.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,8,1999-08,13580.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,9,1999-09,13843.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,10,1999-10,14116.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,11,1999-11,14360.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,12,1999-12,14888.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,1,2000-01,15126.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,2,2000-02,14882.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,3,2000-03,14938.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,4,2000-04,15273.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,5,2000-05,15505.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,6,2000-06,15662.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,7,2000-07,16068.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,8,2000-08,16262.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,9,2000-09,16590.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,10,2000-10,16731.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,11,2000-11,17311.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,12,2000-12,17815.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,1,2001-01,17838.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,2,2001-02,17987.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,3,2001-03,18189.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,4,2001-04,18256.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,5,2001-05,18337.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,6,2001-06,18360.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,7,2001-07,18228.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,8,2001-08,18432.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,9,2001-09,18768.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,10,2001-10,19157.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,11,2001-11,18668.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,12,2001-12,18429.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,1,2002-01,18230.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,2,2002-02,17799.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,3,2002-03,17631.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,4,2002-04,18202.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,5,2002-05,17939.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,6,2002-06,18466.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,7,2002-07,17948.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,8,2002-08,17964.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,9,2002-09,17921.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,10,2002-10,17865.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,11,2002-11,19446.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,12,2002-12,19408.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,1,2003-01,18888.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,2,2003-02,18115.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,3,2003-03,18259.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,4,2003-04,18506.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,5,2003-05,18583.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,6,2003-06,18477.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,7,2003-07,19490.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,8,2003-08,19341.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,9,2003-09,18919.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,10,2003-10,18831.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,11,2003-11,19056.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,12,2003-12,19242.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,1,2004-01,20820.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,2,2004-02,21245.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,3,2004-03,21896.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,4,2004-04,22250.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,5,2004-05,21068.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,6,2004-06,20404.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,7,2004-07,26675.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,8,2004-08,21439.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,9,2004-09,20540.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,10,2004-10,21171.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,11,2004-11,22294.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,12,2004-12,22720.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,1,2005-01,22482.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,2,2005-02,22280.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,3,2005-03,23594.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,4,2005-04,23920.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,5,2005-05,23953.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,6,2005-06,24074.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,7,2005-07,27738.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,8,2005-08,27503.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,9,2005-09,27402.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,10,2005-10,29196.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,11,2005-11,27097.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,12,2005-12,25379.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,1,2006-01,25640.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,2,2006-02,26782.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,3,2006-03,27110.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,4,2006-04,27824.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,5,2006-05,28925.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,6,2006-06,29399.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,7,2006-07,29952.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,8,2006-08,29581.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,9,2006-09,30752.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,10,2006-10,30212.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,11,2006-11,31452.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,12,2006-12,32023.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,1,2007-01,32762.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,2,2007-02,34623.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,3,2007-03,39307.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,4,2007-04,44136.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,5,2007-05,47000.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,6,2007-06,47434.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,7,2007-07,46718.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,8,2007-08,48008.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,9,2007-09,52978.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,10,2007-10,54943.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,11,2007-11,80115.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,12,2007-12,81673.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,1,2008-01,80032.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,2,2008-02,85869.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,3,2008-03,86986.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,4,2008-04,74320.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,5,2008-05,75425.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,6,2008-06,65052.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,7,2008-07,58639.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,8,2008-08,54262.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,9,2008-09,49064.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,10,2008-10,45789.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,11,2008-11,39338.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,12,2008-12,36067.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,1,2009-01,33132.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,2,2009-02,31306.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,3,2009-03,28550.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,4,2009-04,26120.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,5,2009-05,27468.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,6,2009-06,30382.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,7,2009-07,31292.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,8,2009-08,31426.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,9,2009-09,32151.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,10,2009-10,33283.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,11,2009-11,34156.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,12,2009-12,29581.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,1,2010-01,27303.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,2,2010-02,25522.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,3,2010-03,27383.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,4,2010-04,27340.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,5,2010-05,28073.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,6,2010-06,27730.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,7,2010-07,32379.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,8,2010-08,30855.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,9,2010-09,30506.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,10,2010-10,34750.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,11,2010-11,35446.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,12,2010-12,36262.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,1,2011-01,36779.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,2,2011-02,40995.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,3,2011-03,44329.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,4,2011-04,49835.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,5,2011-05,49585.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,6,2011-06,48681.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,7,2011-07,47120.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,8,2011-08,45627.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,9,2011-09,44198.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,10,2011-10,44198.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,11,2011-11,44198.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,12,2011-12,40601.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,1,2012-01,42191.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,2,2012-02,42606.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,3,2012-03,45531.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,4,2012-04,45637.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,5,2012-05,43272.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,6,2012-06,45143.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,7,2012-07,45307.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,8,2012-08,45890.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,9,2012-09,45409.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,10,2012-10,47536.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,11,2012-11,49382.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,12,2012-12,50337.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,1,2013-01,52436.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,2,2013-02,54603.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,3,2013-03,57401.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,4,2013-04,60037.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,5,2013-05,60733.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,6,2013-06,63198.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,7,2013-07,63181.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,8,2013-08,64726.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,9,2013-09,71837.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,10,2013-10,67659.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,11,2013-11,67712.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2013,12,2013-12,71462.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,1,2014-01,76914.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,2,2014-02,75909.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,3,2014-03,75713.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,4,2014-04,77009.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,5,2014-05,76253.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,6,2014-06,78071.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,7,2014-07,83609.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,8,2014-08,82263.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,9,2014-09,80733.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,10,2014-10,79191.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,11,2014-11,79992.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2014,12,2014-12,81753.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,1,2015-01,79721.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,2,2015-02,79249.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,3,2015-03,77785.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,4,2015-04,80290.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,5,2015-05,80402.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,6,2015-06,79114.8
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,7,2015-07,79838.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,8,2015-08,76193.4
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,9,2015-09,77002.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,10,2015-10,81968.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,11,2015-11,81755.5
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2015,12,2015-12,97083.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,1,2016-01,85011.9
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,2,2016-02,87513.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,3,2016-03,87528.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,4,2016-04,92353.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,5,2016-05,84960.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,6,2016-06,89712.3
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,7,2016-07,90051.0
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,8,2016-08,85694.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,9,2016-09,86308.1
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,10,2016-10,84553.2
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,11,2016-11,81873.6
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2016,12,2016-12,88894.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2017,1,2017-01,83391.7
forex_reserves_monthly,Foreign Exchange Reserves: USD mn: Monthly: United Arab Emirates,monthly,2017,2,2017-02,88059.4
